class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
poisonous;4.73;spherical;smooth;gray;no;unknown;unknown;black;7.31;10.7;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;4.75;spherical;smooth;gray;no;unknown;unknown;black;10.22;12.41;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.91;spherical;scaly;brown;no;unknown;unknown;black;10.25;12.5;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.2;bell;scaly;brown;no;unknown;unknown;gray;10.68;12.1;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.24;spherical;scaly;brown;no;unknown;unknown;black;8.8;11.04;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.47;bell;scaly;brown;no;unknown;unknown;black;9.42;12.53;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.32;bell;scaly;brown;no;unknown;unknown;black;12.83;13.05;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.37;bell;scaly;gray;no;unknown;unknown;black;9.72;12.34;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.37;spherical;scaly;gray;no;unknown;unknown;white;10.26;12.95;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.88;bell;scaly;brown;no;unknown;unknown;black;9.64;12.87;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.88;spherical;smooth;gray;no;unknown;unknown;black;12.86;13.61;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.09;spherical;scaly;brown;no;unknown;unknown;black;11.08;12.26;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.33;spherical;scaly;brown;no;unknown;unknown;gray;8.21;12.59;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.45;bell;smooth;gray;no;unknown;unknown;gray;10.1;13.47;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.35;spherical;scaly;gray;no;unknown;unknown;gray;10.26;13.99;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.78;spherical;scaly;gray;no;unknown;unknown;white;9.6;13.33;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.94;bell;smooth;gray;no;unknown;unknown;gray;6.46;10.81;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.97;bell;smooth;brown;no;unknown;unknown;white;12.22;13.39;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;7.19;bell;smooth;brown;no;unknown;unknown;gray;11.06;12.94;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.57;bell;smooth;brown;no;unknown;unknown;black;13.09;13.93;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.82;bell;smooth;gray;no;unknown;unknown;white;11.02;13.78;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.51;bell;scaly;brown;no;unknown;unknown;gray;11.36;13.46;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.4;bell;scaly;gray;no;unknown;unknown;black;11.19;12.59;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.38;spherical;scaly;gray;no;unknown;unknown;black;8.86;11.65;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.46;spherical;scaly;brown;no;unknown;unknown;white;11.16;13.23;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.67;spherical;scaly;brown;no;unknown;unknown;white;10.3;11.75;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.15;bell;smooth;brown;no;unknown;unknown;gray;11.86;14.03;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.28;spherical;scaly;brown;no;unknown;unknown;black;10.59;13.51;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.7;bell;smooth;brown;no;unknown;unknown;white;8.36;11.02;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;4.78;spherical;scaly;brown;no;unknown;unknown;gray;8.32;12.11;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.54;bell;smooth;brown;no;unknown;unknown;gray;7.59;12.06;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.08;spherical;smooth;gray;no;unknown;unknown;black;9.64;12.89;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.0;spherical;smooth;brown;no;unknown;unknown;white;9.23;12.42;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.67;bell;smooth;brown;no;unknown;unknown;black;10.25;11.98;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;4.6;bell;scaly;brown;no;unknown;unknown;gray;9.86;11.41;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.35;bell;scaly;gray;no;unknown;unknown;gray;10.15;12.29;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.73;spherical;scaly;brown;no;unknown;unknown;white;12.97;13.31;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.09;bell;scaly;brown;no;unknown;unknown;white;9.22;12.16;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.88;spherical;scaly;gray;no;unknown;unknown;gray;10.5;12.23;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.76;spherical;scaly;brown;no;unknown;unknown;gray;11.97;12.91;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.07;spherical;scaly;brown;no;unknown;unknown;gray;12.19;13.34;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.51;bell;scaly;brown;no;unknown;unknown;black;11.08;12.7;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.93;spherical;smooth;brown;no;unknown;unknown;gray;12.29;12.78;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;7.02;bell;scaly;brown;no;unknown;unknown;white;11.86;12.9;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.05;spherical;scaly;gray;no;unknown;unknown;white;9.73;12.46;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.81;bell;smooth;brown;no;unknown;unknown;white;10.04;11.42;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.52;spherical;smooth;gray;no;unknown;unknown;gray;9.91;13.22;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.21;bell;scaly;gray;no;unknown;unknown;white;8.51;13.12;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.74;bell;smooth;gray;no;unknown;unknown;white;10.49;12.53;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.2;bell;smooth;brown;no;unknown;unknown;white;8.95;12.2;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;7.06;bell;scaly;gray;no;unknown;unknown;black;9.71;12.11;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.02;bell;scaly;gray;no;unknown;unknown;gray;10.49;11.58;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.68;bell;smooth;brown;no;unknown;unknown;white;9.62;10.54;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;4.78;bell;scaly;gray;no;unknown;unknown;white;9.58;11.26;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.26;spherical;smooth;gray;no;unknown;unknown;white;11.97;13.41;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;7.28;bell;scaly;brown;no;unknown;unknown;gray;12.44;13.36;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.76;bell;smooth;gray;no;unknown;unknown;gray;10.31;12.39;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.36;bell;smooth;gray;no;unknown;unknown;gray;9.38;12.67;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.56;bell;smooth;gray;no;unknown;unknown;white;11.76;12.45;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.01;bell;scaly;gray;no;unknown;unknown;white;11.34;12.82;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.8;spherical;scaly;brown;no;unknown;unknown;black;11.62;12.71;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.36;bell;smooth;gray;no;unknown;unknown;gray;10.14;14.75;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.17;bell;smooth;brown;no;unknown;unknown;white;9.76;12.46;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.33;spherical;scaly;brown;no;unknown;unknown;gray;11.13;12.5;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.97;spherical;scaly;brown;no;unknown;unknown;gray;12.76;13.71;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.15;spherical;smooth;brown;no;unknown;unknown;black;9.57;12.44;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.8;spherical;scaly;brown;no;unknown;unknown;black;9.03;12.46;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;7.02;spherical;smooth;brown;no;unknown;unknown;white;9.37;12.73;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.78;spherical;smooth;brown;no;unknown;unknown;black;12.16;13.69;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.37;bell;scaly;brown;no;unknown;unknown;black;10.76;11.89;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.29;spherical;scaly;brown;no;unknown;unknown;black;9.98;12.31;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.61;bell;scaly;brown;no;unknown;unknown;white;8.39;11.19;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.11;spherical;smooth;brown;no;unknown;unknown;black;10.87;12.25;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.66;bell;scaly;brown;no;unknown;unknown;black;11.28;13.77;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.16;spherical;smooth;brown;no;unknown;unknown;gray;9.32;12.56;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.72;bell;scaly;brown;no;unknown;unknown;gray;9.0;12.23;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.59;spherical;scaly;brown;no;unknown;unknown;black;9.77;12.45;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;7.33;spherical;scaly;brown;no;unknown;unknown;black;10.68;14.04;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.07;bell;scaly;gray;no;unknown;unknown;black;8.04;11.03;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.69;spherical;smooth;gray;no;unknown;unknown;black;11.78;13.05;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.52;spherical;smooth;gray;no;unknown;unknown;gray;7.89;12.75;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.19;bell;scaly;brown;no;unknown;unknown;gray;10.79;12.51;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.58;bell;scaly;brown;no;unknown;unknown;gray;10.66;13.08;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.18;spherical;scaly;gray;no;unknown;unknown;gray;8.33;10.65;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;4.88;spherical;scaly;gray;no;unknown;unknown;gray;8.05;11.34;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.08;spherical;scaly;gray;no;unknown;unknown;gray;9.75;11.77;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.32;bell;scaly;brown;no;unknown;unknown;white;8.86;12.29;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.26;bell;smooth;brown;no;unknown;unknown;white;8.49;12.48;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.99;bell;scaly;gray;no;unknown;unknown;white;10.35;11.77;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.15;spherical;smooth;brown;no;unknown;unknown;gray;6.76;10.77;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.1;spherical;scaly;brown;no;unknown;unknown;white;8.87;11.66;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.95;bell;smooth;gray;no;unknown;unknown;white;11.75;12.67;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.46;bell;scaly;gray;no;unknown;unknown;white;7.94;11.94;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.2;bell;scaly;gray;no;unknown;unknown;black;9.49;12.05;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.72;spherical;scaly;brown;no;unknown;unknown;gray;14.43;14.42;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.5;bell;scaly;brown;no;unknown;unknown;white;12.35;12.88;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.99;spherical;smooth;gray;no;unknown;unknown;black;9.2;12.71;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.95;bell;smooth;brown;no;unknown;unknown;gray;7.48;12.14;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.65;bell;scaly;gray;no;unknown;unknown;black;7.85;11.92;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;4.83;spherical;smooth;brown;no;unknown;unknown;white;6.28;11.35;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.87;spherical;scaly;brown;no;unknown;unknown;black;12.06;13.41;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.12;bell;smooth;gray;no;unknown;unknown;gray;9.7;11.69;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.93;spherical;smooth;brown;no;unknown;unknown;black;9.97;12.15;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.4;spherical;scaly;gray;no;unknown;unknown;black;10.46;13.21;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;7.0;bell;scaly;brown;no;unknown;unknown;black;10.6;13.78;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.1;spherical;smooth;brown;no;unknown;unknown;gray;8.21;10.98;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.41;bell;scaly;brown;no;unknown;unknown;black;11.45;14.6;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.48;bell;smooth;gray;no;unknown;unknown;white;8.44;13.22;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.15;spherical;scaly;gray;no;unknown;unknown;black;8.42;11.85;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.07;spherical;smooth;brown;no;unknown;unknown;gray;10.58;13.54;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.66;spherical;scaly;gray;no;unknown;unknown;white;11.72;12.65;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.61;spherical;smooth;gray;no;unknown;unknown;black;10.79;12.16;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.16;spherical;scaly;gray;no;unknown;unknown;gray;9.44;12.32;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.69;bell;scaly;gray;no;unknown;unknown;white;10.56;13.01;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;4.55;bell;scaly;brown;no;unknown;unknown;gray;8.63;11.21;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;7.24;spherical;scaly;gray;no;unknown;unknown;gray;14.82;15.02;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.32;bell;smooth;gray;no;unknown;unknown;gray;7.62;11.42;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.64;bell;smooth;brown;no;unknown;unknown;white;9.89;12.51;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.3;spherical;smooth;gray;no;unknown;unknown;gray;11.33;13.13;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.66;bell;scaly;gray;no;unknown;unknown;black;11.53;12.6;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.2;spherical;scaly;gray;no;unknown;unknown;black;9.17;12.01;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.99;spherical;scaly;gray;no;unknown;unknown;gray;9.09;11.81;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.72;spherical;smooth;gray;no;unknown;unknown;white;10.37;12.32;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.99;bell;smooth;brown;no;unknown;unknown;gray;10.2;12.27;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;7.09;bell;scaly;brown;no;unknown;unknown;gray;12.94;13.58;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.14;bell;smooth;brown;no;unknown;unknown;white;10.13;12.28;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.28;bell;smooth;gray;no;unknown;unknown;black;10.23;11.84;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;4.51;spherical;scaly;gray;no;unknown;unknown;white;7.94;11.23;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.19;spherical;smooth;brown;no;unknown;unknown;black;10.09;12.84;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.53;bell;smooth;gray;no;unknown;unknown;black;8.97;12.22;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.09;spherical;scaly;brown;no;unknown;unknown;white;8.45;11.61;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.6;bell;scaly;gray;no;unknown;unknown;gray;13.06;13.36;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.95;spherical;smooth;gray;no;unknown;unknown;black;8.32;11.24;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;6.66;bell;scaly;gray;no;unknown;unknown;gray;11.02;13.0;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.93;bell;smooth;gray;no;unknown;unknown;white;10.86;13.2;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.66;bell;smooth;gray;no;unknown;unknown;gray;7.0;11.42;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.84;bell;scaly;gray;no;unknown;unknown;black;8.08;10.83;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.49;spherical;scaly;brown;no;unknown;unknown;black;10.45;12.54;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.74;bell;smooth;gray;no;unknown;unknown;white;12.7;13.25;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.68;bell;scaly;brown;no;unknown;unknown;white;7.37;12.38;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.23;spherical;smooth;brown;no;unknown;unknown;gray;9.73;12.67;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.33;bell;smooth;gray;no;unknown;unknown;black;9.72;12.16;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;6.87;spherical;smooth;gray;no;unknown;unknown;black;9.83;12.77;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.22;spherical;scaly;brown;no;unknown;unknown;black;8.89;11.27;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.56;spherical;smooth;brown;no;unknown;unknown;black;9.56;12.24;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.82;bell;smooth;brown;no;unknown;unknown;gray;9.54;12.35;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;7.51;bell;smooth;brown;no;unknown;unknown;black;10.72;13.27;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.81;spherical;scaly;brown;no;unknown;unknown;black;10.44;11.94;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.78;bell;scaly;brown;no;unknown;unknown;gray;10.29;12.28;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;5.7;bell;scaly;brown;no;unknown;unknown;gray;8.5;12.83;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;7.37;bell;smooth;brown;no;unknown;unknown;gray;10.81;12.89;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;7.46;spherical;scaly;brown;no;unknown;unknown;black;12.41;12.72;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.07;bell;smooth;brown;no;unknown;unknown;black;11.85;12.38;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;4.84;bell;smooth;brown;no;unknown;unknown;black;8.24;11.71;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.98;bell;smooth;gray;no;unknown;unknown;gray;10.86;12.92;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;7.07;bell;scaly;brown;no;unknown;unknown;black;12.5;13.37;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.39;spherical;smooth;brown;no;unknown;unknown;white;10.86;13.01;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.89;spherical;scaly;brown;no;unknown;unknown;black;8.02;11.4;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.75;bell;scaly;brown;no;unknown;unknown;gray;10.71;12.44;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.97;spherical;scaly;gray;no;unknown;unknown;black;7.41;11.55;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;6.72;spherical;scaly;gray;no;unknown;unknown;white;11.01;13.97;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.15;spherical;smooth;brown;no;unknown;unknown;white;12.87;12.8;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;6.28;spherical;scaly;gray;no;unknown;unknown;black;12.83;13.53;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.29;bell;smooth;brown;no;unknown;unknown;white;8.73;11.73;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.33;bell;smooth;brown;no;unknown;unknown;black;9.72;12.6;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;5.27;bell;smooth;brown;no;unknown;unknown;black;10.01;12.51;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.55;bell;scaly;brown;no;unknown;unknown;gray;9.53;12.54;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.64;spherical;smooth;gray;no;unknown;unknown;black;12.49;12.53;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;5.92;spherical;scaly;gray;no;unknown;unknown;gray;8.87;12.59;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.62;spherical;scaly;gray;no;unknown;unknown;black;10.23;12.13;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;6.61;spherical;scaly;brown;no;unknown;unknown;white;10.65;12.54;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;6.04;bell;smooth;gray;no;unknown;unknown;gray;10.31;12.84;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
poisonous;7.48;bell;scaly;gray;no;unknown;unknown;gray;11.73;13.12;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.76;spherical;scaly;brown;no;unknown;unknown;black;12.05;13.19;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;5.5;spherical;smooth;brown;no;unknown;unknown;white;8.51;12.02;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;5.86;bell;smooth;gray;no;unknown;unknown;white;9.36;12.6;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;spring
poisonous;5.63;bell;smooth;gray;no;unknown;unknown;black;10.18;13.68;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;autumn
poisonous;5.3;bell;scaly;brown;no;unknown;unknown;gray;8.36;12.44;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;7.48;bell;smooth;gray;no;unknown;unknown;gray;12.02;13.69;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.66;spherical;smooth;gray;no;unknown;unknown;gray;12.14;13.51;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;autumn
poisonous;6.81;bell;smooth;gray;no;unknown;unknown;gray;12.71;13.03;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;6.0;spherical;smooth;gray;no;unknown;unknown;white;10.11;11.86;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;spring
poisonous;5.89;bell;scaly;brown;no;unknown;unknown;black;8.35;12.94;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;summer
poisonous;6.04;bell;scaly;gray;no;unknown;unknown;black;11.84;13.08;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;winter
poisonous;7.1;spherical;smooth;brown;no;unknown;unknown;black;9.39;11.78;unknown;smooth;white;unknown;unknown;ring;zone;unknown;grasses;winter
poisonous;6.18;bell;smooth;gray;no;unknown;unknown;white;11.6;12.62;unknown;smooth;white;unknown;unknown;ring;zone;unknown;woods;summer
